3 BUDAS
4 VENTAS
7 NUDOS
AZUCAR
AMOR BRUJO
AMARRE GUAJIRO
ANGEL DE LA GUARDA
ARCANGEL URIEL
ABRE CAMINO
CHILE CORTA HECHICERIA
CORDERO MANSO
COCO
COMBATIENTE
CORTE Y JUSTICIA
CORTE Y JUZGADO
PURO
DIVINA PROVIDENCIA
DEL ESTUDIANTE
DETENTE ENEMIGO
DOMINIO
EXITO
DEL ANIMA SOLA
AJO MACHO
JUSTO JUEZ
ESPANTA MUERTO
ESPIRITU TRANQUILO
POMPA GIRA
REVERSIBLE
DIABLO
ESPIRITU INTRANQUILO
SOMBRA DE SAN PEDRO
NEGRO DESTRUCTOR
MIEL AMOR
MANO PODEROSA
QUITA MALDICION
MONICATO
PANCHO VILLA
PAZ EN EL HOGAR
PAGAME PRONTO
RUMBO AL PANTEON
REGRESA PRONTO
REGRESA A MI
REYNA CONTRA EMBRUJO
ROSAS Y MIEL
DEL RETIRO
QUITA VICIOS
QUIERO TRABAJO PRONTO
QUIEBRA TODO
SUEÑO NEGRO
MARTIN CABALLERO
SAGRADO CORAZON
SALUD Y SANACION
SAN JORGE
SHANGO
MARTHA DOMINADORA
SIGUEME Y OBEDECEME
SALUD
SANACION
TRIUNFO
TRIPLE SUERTE
TAPA BOCA
TUMBA TRABAJO
STA. NEGRA
STA. VERDE
STA. CIEGA, SORDA Y MUDA
STA. ABRE CAMINO
STA. VEN DINERO
STA. ARRASA CON TODO
VETE LEJOS
YO DOMINO A MI HOMBRE
YO DOMINO A MI MUJER
YO DOMINO A MI HIJO
YO DOMINO A MI PATRON
VIRGEN DE JUQILA
LUPITA DE LA MAGNIFICA
CORTA MALDAD
7 POTENCIAS AFRICANAS
7 VIBORAS
7 AROMAS
3 MONEDAS
7 FLORES
4 VENTAS RAPIDAS
33 ESENCIAS
7 GOTAS DE SUERTE
7 METALES
ARRASA CON TODO COYOTE
ARRASA BRUJERIA
ATRAPA CLIENTES
AMBAR
ATRAYENTE
ARRASA CON TODO DRAGON
ASUNTO DE LEY
AMARRE MATRIMONIAL
AGUILA REAL
AMARRE TOTAL
AMANSA GUAPOS
BESAME Y NO ME OLVIDES
CONTRA DAÑOS
CORTA LIGADURA
CHUPA ROSA
CANELA
CANELA Y COCO
DESTRANCADERA
DOMINA TODO
DEL TREBOL
DEL TIGRE
DRAGON ROJO
DESTIERRO
DOBLE SUERTE
ESPIRITU DEL MUERTO
GALLINA NEGRA
HIELO
GARRAPATA
LLAVE MAESTRA
LEVANTA NEGOCIO
LIMPIAS Y DESPOJOS
LLUVIA DE DINERO
PROTECCION TOTAL
PAJARO MACUA
PIRUL PARA LIMPIAS
PACHOULY
QUITA CALZON
SANTO NIÑO DE ATOCHA
SAN MIGUEL
STA. 7 COLORES
TAPA CAMINO
VEN A MI
VIRGEN DEL CARMEN
